macaulay_photo_catalog_id,macaulay_url,order,family,ebird_species_group,sci_name,common_name,species_category,ebird_species_code,ebird_taxon_order,ebird_checklist_id,species_range,extinct,extinct_year,sex_bird_photo,age_bird_photo,macaulay_photographer_userId,photo_latitude,photo_longitude,macaulay_rating_count_may2021,macaulay_photo_user_rating_may21,photo_width_px,photo_height_px,source,plumageparts_split,plumageparts_mask_filename,plumageparts_segmentation_width_px,plumageparts_segmentation_height_px
83942951,https://macaulaylibrary.org/asset/83942951,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,Radjah radjah,Radjah Shelduck,species,radshe1,362,S17564575,,,,Unknown,Unknown,USER90300,-16.8993,145.7477,17.0,4.647058824,1024.0,683.0,ebird,train,Radjah_radjah_Unknown_83942951.png,1024,683
83966641,https://macaulaylibrary.org/asset/83966641,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,Saxicola insignis,White-throated Bushchat,species,whtbus1,28517,S42366600,Rocky alpine meadows of central Asia; > to n India,,,Male,Adult,USER451231,29.5864,78.862,5.0,4.4,1920.0,1080.0,ebird,train,Saxicola_insignis_Male_83966641.png,1200,675
83984151,https://macaulaylibrary.org/asset/83984151,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,Anser rossii,Ross's Goose,species,rosgoo,243,S41596010,Tundra of Arctic Canada; winters to s US,,,Unknown,Adult,USER34603,42.3264,-71.0478,51.0,4.901960784,4861.0,3144.0,ebird,train,Anser_rossii_Unknown_83984151.png,1200,776
84101901,https://macaulaylibrary.org/asset/84101901,Procellariiformes,Procellariidae (Shearwaters and Petrels),"Petrels, Shearwaters, and Diving-Petrels",Pterodroma gouldi,Gray-faced Petrel,species,grwpet2,6702,S40984157,breeds on islands off North Island (New Zealand); ranges in Tasman Sea and southwestern Pacific Ocean,,,Unknown,Unknown,USER127404,-34.6823,151.2454,73.0,4.876712329,3671.0,2095.0,ebird,train,Pterodroma_gouldi_Unknown_84101901.png,1200,685
84102911,https://macaulaylibrary.org/asset/84102911,Caprimulgiformes,Caprimulgidae (Nightjars and Allies),Nightjars,Antrostomus saturatus,Dusky Nightjar,species,dusnig1,3532,S42353285,Montane forests of Costa Rica and w Panama,,,Unknown,Adult,USER156650,9.9584,-83.8458,8.0,4.125,1024.0,768.0,ebird,train,Antrostomus_saturatus_Unknown_84102911.png,1024,768
84186411,https://macaulaylibrary.org/asset/84186411,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,Cyornis rufigastra,Mangrove Blue Flycatcher,species,mabfly2,27978,S42409531,,,,Unknown,Unknown,USER559038,5.6842,100.4548,3.0,4.666666667,2048.0,1365.0,ebird,train,Cyornis_rufigastra_Unknown_84186411.png,1200,800
84227941,https://macaulaylibrary.org/asset/84227941,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,Lonchura punctulata,Scaly-breasted Munia,species,nutman,30145,S42381136,,,,Unknown,Unknown,USER596603,22.6828,88.3209,42.0,4.142857143,1500.0,982.0,ebird,train,Lonchura_punctulata_Unknown_84227941.png,1200,786
84251051,https://macaulaylibrary.org/asset/84251051,Caprimulgiformes,Trochilidae (Hummingbirds),Hummingbirds,Campylopterus ensipennis,White-tailed Sabrewing,species,whtsab1,4792,S42321207,Mountains of ne Venezuela and Tobago,,,Unknown,Unknown,USER133626,11.2514,-60.7078,5.0,4.6,3800.0,3041.0,ebird,test,Campylopterus_ensipennis_Unknown_84251051.png,1200,960
84292781,https://macaulaylibrary.org/asset/84292781,Charadriiformes,Scolopacidae (Sandpipers and Allies),Shorebirds,Gallinago gallinago,Common Snipe,species,comsni,5938,S15581484,,,,Unknown,Adult,USER231946,32.5493,34.9087,25.0,4.8,2899.0,1941.0,ebird,test,Gallinago_gallinago_Unknown_84292781.png,1200,803
84400331,https://macaulaylibrary.org/asset/84400331,Procellariiformes,Oceanitidae (Southern Storm-Petrels),Storm-Petrels,Oceanites pincoyae,Pincoya Storm-Petrel,species,pumstp1,6619,S41457230,"Known only from waters near Chiloï¿½ Island (Reloncavi Sound and the Chacao Channel), Chile",,,Unknown,Unknown,USER195506,-41.5672,-72.8819,6.0,5.0,5184.0,3456.0,ebird,train,Oceanites_pincoyae_Unknown_84400331.png,1200,800
84426781,https://macaulaylibrary.org/asset/84426781,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)","Finches, Euphonias, and Allies",Chloris spinoides,Yellow-breasted Greenfinch,species,yebgre4,31123,S35231154,,,,Male,Unknown,USER453899,29.341,79.536,5.0,3.6,1024.0,683.0,ebird,val,Chloris_spinoides_Male_84426781.png,1024,683
84447341,https://macaulaylibrary.org/asset/84447341,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)","Vultures, Hawks, and Allies",Buteogallus aequinoctialis,Rufous Crab Hawk,species,ruchaw1,7922,S42460254,NE Venezuela (Orinoco delta) to e Brazil (Paranï¿½),,,Unknown,Juvenile,USER893589,10.3923,-61.0208,6.0,4.666666667,2633.0,1758.0,ebird,train,Buteogallus_aequinoctialis_Unknown_84447341.png,1200,801
84547981,https://macaulaylibrary.org/asset/84547981,Coraciiformes,Alcedinidae (Kingfishers),Kingfishers,Ceyx cyanopectus,Indigo-banded Kingfisher,species,inbkin2,9349,S42477301,,,,,,USER616055,14.7447,121.1517,6.0,3.833333333,2800.0,2100.0,ebird,train,Ceyx_cyanopectus_Unknown_84547981.png,1200,900
84730741,https://macaulaylibrary.org/asset/84730741,Passeriformes,Aegithalidae (Long-tailed Tits),Long-tailed Tits and Bushtit,Aegithalos concinnus,Black-throated Tit,species,blttit2,24218,S42508515,,,,Unknown,Unknown,USER596603,31.1044,77.1728,29.0,4.862068966,4843.0,3072.0,ebird,train,Aegithalos_concinnus_Unknown_84730741.png,1200,761
84730881,https://macaulaylibrary.org/asset/84730881,Passeriformes,Aegithalidae (Long-tailed Tits),Long-tailed Tits and Bushtit,Aegithalos niveogularis,White-throated Tit,species,whttit1,24226,S42508562,Birch and pine forests of n Pakistan and nw India,,,Unknown,Unknown,USER596603,31.2484,77.4959,55.0,4.8,5461.0,3072.0,ebird,test,Aegithalos_niveogularis_Unknown_84730881.png,1200,675
84733021,https://macaulaylibrary.org/asset/84733021,Passeriformes,Thraupidae (Tanagers and Allies),Tanagers and Allies,Chlorophanes spiza,Green Honeycreeper,species,grehon1,33851,S42508926,,,,Male,Adult,USER826311,-23.4697,-45.1693,29.0,4.827586207,1024.0,711.0,ebird,train,Chlorophanes_spiza_Male_84733021.png,1024,711
84871151,https://macaulaylibrary.org/asset/84871151,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)","White-eyes, Yuhinas, and Allies",Zosterops hypolais,Plain White-eye,species,plweye1,24697,S42533260,Forest and scrub of Yap (nw Caroline Is.),,,Unknown,Unknown,USER235798,9.541,138.1096,1.0,4.0,1844.0,1229.0,ebird,train,Zosterops_hypolais_Unknown_84871151.png,1200,800
84885821,https://macaulaylibrary.org/asset/84885821,Passeriformes,Troglodytidae (Wrens),Wrens,Thryophilus sinaloa,Sinaloa Wren,species,sinwre1,26444,S42488015,,,,Unknown,Unknown,USER413715,31.5621,-111.047,9.0,4.444444444,2755.0,1837.0,ebird,train,Thryophilus_sinaloa_Unknown_84885821.png,1200,800
84907141,https://macaulaylibrary.org/asset/84907141,Passeriformes,Monarchidae (Monarch Flycatchers),Monarch Flycatchers,Monarcha godeffroyi,Yap Monarch,species,yapmon1,19946,S42508927,Forests of Yap (nw Caroline Islands),,,Unknown,Adult,USER235798,9.552,138.1468,3.0,4.333333333,4719.0,3146.0,ebird,train,Monarcha_godeffroyi_Unknown_84907141.png,1200,800
85089981,https://macaulaylibrary.org/asset/85089981,Passeriformes,Tityridae (Tityras and Allies),"Becards, Tityras, and Allies",Pachyramphus homochrous,One-colored Becard,species,oncbec1,15324,S41855389,,,,Unknown,Unknown,USER293784,-2.1074,-79.9179,3.0,4.666666667,5472.0,3648.0,ebird,val,Pachyramphus_homochrous_Unknown_85089981.png,1200,800
85103891,https://macaulaylibrary.org/asset/85103891,Charadriiformes,Ibidorhynchidae (Ibisbill),Shorebirds,Ibidorhyncha struthersii,Ibisbill,species,ibisbi1,5590,S42587113,Rocky mountain streams and rivers of central Asia,,,Unknown,Unknown,USER596603,27.4214,89.4232,35.0,4.971428571,5460.0,3072.0,ebird,train,Ibidorhyncha_struthersii_Unknown_85103891.png,1200,675
85104641,https://macaulaylibrary.org/asset/85104641,Passeriformes,Pycnonotidae (Bulbuls),Bulbuls,Hypsipetes leucocephalus,Black Bulbul,species,blabul1,23715,S42587235,,,,Unknown,Unknown,USER596603,27.6108,89.8716,17.0,4.941176471,5462.0,3072.0,ebird,train,Hypsipetes_leucocephalus_Unknown_85104641.png,1200,675
85112641,https://macaulaylibrary.org/asset/85112641,Passeriformes,Pellorneidae (Ground Babblers and Allies),Ground Babblers and Allies,Gampsorhynchus torquatus,Collared Babbler,species,colbab1,25114,S34610787,,,,Unknown,Unknown,USER127404,12.8199,99.3712,8.0,3.875,2917.0,1829.0,ebird,train,Gampsorhynchus_torquatus_Unknown_85112641.png,1200,752
85112901,https://macaulaylibrary.org/asset/85112901,Passeriformes,Pycnonotidae (Bulbuls),Bulbuls,Iole viridescens,Olive Bulbul,species,olibul1,23696,S34611314,,,,,,USER127404,12.8255,99.3634,3.0,4.666666667,3397.0,2380.0,ebird,train,Iole_viridescens_Unknown_85112901.png,1200,841
85127061,https://macaulaylibrary.org/asset/85127061,Piciformes,Picidae (Woodpeckers),Woodpeckers,Melanerpes pulcher,Beautiful Woodpecker,species,beawoo2,10580,S42594441,N Colombia (Magdalena Valley),,,Male,Adult,USER658705,6.0114,-75.1401,4.0,4.5,2252.0,1609.0,ebird,train,Melanerpes_pulcher_Male_85127061.png,1200,857
85142741,https://macaulaylibrary.org/asset/85142741,Passeriformes,Tyrannidae (Tyrant Flycatchers),"Tyrant Flycatchers: Elaenias, Tyrannulets, and Allies",Todirostrum nigriceps,Black-headed Tody-Flycatcher,species,bhtfly1,15672,S42599099,Caribbean slope of Costa Rica to w Ecuador and nw Venezuela,,,Unknown,Adult,USER658705,6.1167,-74.4079,5.0,4.6,3280.0,2343.0,ebird,train,Todirostrum_nigriceps_Unknown_85142741.png,1200,857
85182091,https://macaulaylibrary.org/asset/85182091,Passeriformes,Mimidae (Mockingbirds and Thrashers),"Catbirds, Mockingbirds, and Thrashers",Toxostoma bendirei,Bendire's Thrasher,species,benthr,26959,S42605722,,,,Unknown,Unknown,USER279782,33.4342,-111.6692,8.0,4.875,2424.0,1616.0,ebird,train,Toxostoma_bendirei_Unknown_85182091.png,1200,800
85209731,https://macaulaylibrary.org/asset/85209731,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)","White-eyes, Yuhinas, and Allies",Rukia ruki,Truk White-eye,species,trweye1,24557,S42608981,Forests and scrub of Truk (e Caroline Is.),,,Unknown,Unknown,USER235798,7.3368,151.6281,4.0,2.5,4151.0,2767.0,ebird,train,Rukia_ruki_Unknown_85209731.png,1200,800
85224731,https://macaulaylibrary.org/asset/85224731,Passeriformes,Paradisaeidae (Birds-of-Paradise),Birds-of-Paradise,Cicinnurus respublica,Wilson's Bird-of-Paradise,species,wbopar1,19735,S40532973,W Papuan islands (Waigeo and Batanta),,,Unknown,Unknown,USER236366,-0.4136,130.7522,14.0,4.571428571,900.0,600.0,ebird,train,Cicinnurus_respublica_Unknown_85224731.png,900,600
85301121,https://macaulaylibrary.org/asset/85301121,Caprimulgiformes,Trochilidae (Hummingbirds),Hummingbirds,Lampornis hemileucus,White-bellied Mountain-gem,species,wbmgem1,4607,S42556506,Caribbean slope of n-central Costa Rica to w Panama,,,,,USER603236,10.0906,-83.709,10.0,4.9,3898.0,2923.0,ebird,train,Lampornis_hemileucus_Unknown_85301121.png,1200,900
85569081,https://macaulaylibrary.org/asset/85569081,Passeriformes,Icteridae (Troupials and Allies),Blackbirds,Icterus auricapillus,Orange-crowned Oriole,species,orcori1,32423,S42680259,Lowlands of e Panama to n Colombia and n Venezuela,,,Unknown,Adult,USER533489,9.0097,-79.4692,6.0,4.166666667,4608.0,3456.0,ebird,train,Icterus_auricapillus_Unknown_85569081.png,1200,900
85606341,https://macaulaylibrary.org/asset/85606341,Psittaciformes,Psittacidae (New World and African Parrots),"Parrots, Parakeets, and Allies",Amazona oratrix,Yellow-headed Parrot,species,yehpar,12271,S42636889,,,,,,USER536914,17.7642,-88.6352,8.0,4.25,2661.0,1774.0,ebird,train,Amazona_oratrix_Unknown_85606341.png,1200,800
85626251,https://macaulaylibrary.org/asset/85626251,Passeriformes,Acrocephalidae (Reed Warblers and Allies),Reed Warblers and Allies,Acrocephalus syrinx,Caroline Reed Warbler,species,carrew1,22756,S42695985,"Caroline Is. (Woleai, Lamotrek, Truk, Pohnpei, Nukuoro, Kosrae)",,,Unknown,Unknown,USER235798,6.9645,158.1938,5.0,3.6,2815.0,1877.0,ebird,train,Acrocephalus_syrinx_Unknown_85626251.png,1200,800
85637341,https://macaulaylibrary.org/asset/85637341,Passeriformes,Thraupidae (Tanagers and Allies),Tanagers and Allies,Thlypopsis inornata,Buff-bellied Tanager,species,bubtan1,33371,S42079144,Andes of nw Peru; recently recorded in adjacent s Ecuador,,,Unknown,Adult,USER162833,-6.8725,-78.0893,3.0,3.666666667,567.0,688.0,ebird,train,Thlypopsis_inornata_Unknown_85637341.png,567,688
85682411,https://macaulaylibrary.org/asset/85682411,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)","Vultures, Hawks, and Allies",Nisaetus nipalensis,Mountain Hawk-Eagle,species,mouhae1,7532,S42711005,,,,Unknown,Unknown,USER309929,41.7854,141.1496,9.0,4.222222222,960.0,640.0,ebird,train,Nisaetus_nipalensis_Unknown_85682411.png,960,640
85683591,https://macaulaylibrary.org/asset/85683591,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),Laughingthrushes and Allies,Ianthocincla pectoralis,Greater Necklaced Laughingthrush,species,gnlthr,25553,S34634527,,,,Unknown,Adult,USER127404,12.8471,99.5798,8.0,5.0,4248.0,2546.0,ebird,val,Ianthocincla_pectoralis_Unknown_85683591.png,1200,719
85684281,https://macaulaylibrary.org/asset/85684281,Passeriformes,Pycnonotidae (Bulbuls),Bulbuls,Pycnonotus finlaysoni,Stripe-throated Bulbul,species,sttbul1,23583,S34634527,,,,Unknown,Unknown,USER127404,12.8471,99.5798,7.0,5.0,3958.0,2400.0,ebird,test,Pycnonotus_finlaysoni_Unknown_85684281.png,1200,728
85684431,https://macaulaylibrary.org/asset/85684431,Passeriformes,Pycnonotidae (Bulbuls),Bulbuls,Rubigula flaviventris,Black-crested Bulbul,species,blcbul2,23481,S34634527,,,,Unknown,Unknown,USER127404,12.8471,99.5798,8.0,5.0,3250.0,1839.0,ebird,train,Rubigula_flaviventris_Unknown_85684431.png,1200,679
85749351,https://macaulaylibrary.org/asset/85749351,Piciformes,Picidae (Woodpeckers),Woodpeckers,Chrysophlegma mentale,Checker-throated Woodpecker,species,chtwoo1,11087,S42724497,,,,Unknown,Unknown,USER559348,3.2377,101.6256,5.0,4.2,2456.0,3360.0,ebird,train,Chrysophlegma_mentale_Unknown_85749351.png,877,1200
85764911,https://macaulaylibrary.org/asset/85764911,Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)","Herons, Ibis, and Allies",Ardeola bacchus,Chinese Pond-Heron,species,chpher1,7176,S40751151,Lowlands of s Asia; winters to Greater Sundas,,,Unknown,Unknown,USER830053,11.0645,108.4278,10.0,4.5,2136.0,1287.0,ebird,train,Ardeola_bacchus_Unknown_85764911.png,1200,723
85780721,https://macaulaylibrary.org/asset/85780721,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)","Vultures, Hawks, and Allies",Accipiter tachiro,African Goshawk,species,afrgos1,7681,S20702875,,,,,,USER122899,-24.9933,31.5921,6.0,4.666666667,3571.0,2540.0,ebird,train,Accipiter_tachiro_Unknown_85780721.png,1200,854
85857271,https://macaulaylibrary.org/asset/85857271,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,Lonchura hunsteini,Mottled Munia,species,motmun1,30216,S42743887,New Ireland (Bismarck Archipelago),,,Unknown,Adult,USER235798,6.9589,158.2009,7.0,3.0,2577.0,1718.0,ebird,val,Lonchura_hunsteini_Unknown_85857271.png,1200,800
85883471,https://macaulaylibrary.org/asset/85883471,Passeriformes,Pipridae (Manakins),Manakins,Ceratopipra mentalis,Red-capped Manakin,species,recman1,15076,S42701011,,,,Unknown,Unknown,USER644718,9.1201,-79.6918,25.0,4.52,3000.0,2000.0,ebird,train,Ceratopipra_mentalis_Unknown_85883471.png,1200,800
85908431,https://macaulaylibrary.org/asset/85908431,Passeriformes,Sturnidae (Starlings),Starlings and Mynas,Gracupica contra,Asian Pied Starling,species,aspsta2,26760,S34778983,,,,Unknown,Unknown,USER127404,13.0523,100.0867,14.0,4.642857143,3471.0,2154.0,ebird,train,Gracupica_contra_Unknown_85908431.png,1200,745
85964921,https://macaulaylibrary.org/asset/85964921,Passeriformes,Cardinalidae (Cardinals and Allies),"Cardinals, Grosbeaks, and Allies",Pheucticus chrysopeplus,Yellow Grosbeak,species,yelgro,33220,S42764518,,,,Unknown,Unknown,USER163044,20.3404,-105.3495,11.0,4.636363636,3216.0,1406.0,ebird,train,Pheucticus_chrysopeplus_Unknown_85964921.png,1200,525
85970291,https://macaulaylibrary.org/asset/85970291,Passeriformes,Tichodromidae (Wallcreeper),Wallcreeper,Tichodroma muraria,Wallcreeper,species,wallcr1,25825,S42755089,,,,Unknown,Unknown,USER331724,47.8236,13.787,29.0,4.75862069,4020.0,2682.0,ebird,train,Tichodroma_muraria_Unknown_85970291.png,1200,801
85973991,https://macaulaylibrary.org/asset/85973991,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,Malacorhynchus membranaceus,Pink-eared Duck,species,pieduc1,565,S42765318,Nomadic throughout Australia (except driest areas),,,Unknown,Unknown,USER946413,-34.07,150.7708,75.0,4.773333333,6519.0,3699.0,ebird,val,Malacorhynchus_membranaceus_Unknown_85973991.png,1200,681
85976121,https://macaulaylibrary.org/asset/85976121,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)","White-eyes, Yuhinas, and Allies",Zosterops aldabrensis,Aldabra White-eye,species,aldwhe1,24605,S42766228,Aldabra and Astove islands (Indian Ocean),,,Unknown,Unknown,USER450790,-9.3876,46.2048,3.0,3.666666667,1018.0,797.0,ebird,train,Zosterops_aldabrensis_Unknown_85976121.png,1018,797
86040281,https://macaulaylibrary.org/asset/86040281,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)","White-eyes, Yuhinas, and Allies",Rukia longirostra,Long-billed White-eye,species,lbweye2,24558,S42825226,Mts. of Pohnpei (e Caroline Is.),,,Unknown,Unknown,USER235798,6.9236,158.2098,4.0,3.25,3548.0,2365.0,ebird,train,Rukia_longirostra_Unknown_86040281.png,1200,800
86140141,https://macaulaylibrary.org/asset/86140141,Passeriformes,Thraupidae (Tanagers and Allies),Tanagers and Allies,Heterospingus xanthopygius,Scarlet-browed Tanager,species,scbtan2,33863,S42642327,,,,Unknown,Unknown,USER216208,7.1852,-76.3759,6.0,4.0,3086.0,2057.0,ebird,train,Heterospingus_xanthopygius_Unknown_86140141.png,1200,800
86238131,https://macaulaylibrary.org/asset/86238131,Caprimulgiformes,Trochilidae (Hummingbirds),Hummingbirds,Oxypogon cyanolaemus,Blue-bearded Helmetcrest,species,bubhel1,4397,S42530739,Santa Marta Mountains (ne Colombia),,,Male,Adult,USER758132,10.8997,-73.9035,8.0,4.375,4000.0,2248.0,ebird,train,Oxypogon_cyanolaemus_Male_86238131.png,1200,674
86249381,https://macaulaylibrary.org/asset/86249381,Passeriformes,Thamnophilidae (Typical Antbirds),Antbirds,Akletos goeldii,Goeldi's Antbird,species,goeant1,13351,S24611963,SE Peru to extreme nw Bolivia and extreme sw Amazonian Brazil,,,Male,Unknown,USER243525,-12.0699,-69.5165,6.0,4.166666667,2500.0,1667.0,ebird,train,Akletos_goeldii_Unknown_86249381.png,1200,800
86253971,https://macaulaylibrary.org/asset/86253971,Passeriformes,Thamnophilidae (Typical Antbirds),Antbirds,Myrmotherula iheringi,Ihering's Antwren,species,iheant1,13067,S24611926,,,,Male,Adult,USER243525,-12.0699,-69.5165,3.0,4.0,2500.0,1667.0,ebird,train,Myrmotherula_iheringi_Unknown_86253971.png,1200,800
86346861,https://macaulaylibrary.org/asset/86346861,Passeriformes,Acanthizidae (Thornbills and Allies),Thornbills and Allies,Hylacola cauta,Shy Heathwren,species,shyhea1,17546,S42866259,,,,,,USER611702,-36.5261,144.3811,5.0,5.0,1024.0,712.0,ebird,train,Hylacola_cauta_Unknown_86346861.png,1024,712
86353091,https://macaulaylibrary.org/asset/86353091,Passeriformes,Parulidae (New World Warblers),Wood-Warblers,Basileuterus tristriatus,Three-striped Warbler,species,thswar1,32953,S38651996,,,,,,USER7948,3.5388,-76.6062,4.0,4.0,2738.0,1825.0,ebird,train,Basileuterus_tristriatus_Unknown_86353091.png,1200,800
86359321,https://macaulaylibrary.org/asset/86359321,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,Vireo caribaeus,San Andres Vireo,species,stavir1,18346,S37106290,Mangroves of Isla San Andrï¿½s (w Caribbean Sea),,,Unknown,Unknown,USER791866,12.537,-81.7111,1.0,4.0,4608.0,3456.0,ebird,train,Vireo_caribaeus_Unknown_86359321.png,1200,900
86659561,https://macaulaylibrary.org/asset/86659561,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)","Vultures, Hawks, and Allies",Buteo albonotatus,Zone-tailed Hawk,species,zothaw,8009,S42995015,"Arid sw US to n Bolivia, Paraguay and Brazil",,,,,USER918319,33.0472,-116.9361,22.0,4.5,2933.0,1955.0,ebird,train,Buteo_albonotatus_Unknown_86659561.png,1200,800
86687871,https://macaulaylibrary.org/asset/86687871,Sphenisciformes,Spheniscidae (Penguins),Penguins,Spheniscus mendiculus,Galapagos Penguin,species,galpen1,6568,S43005151,Galapagos Islands (Fernandina and Isabela),,,Unknown,Unknown,USER129146,-0.2917,-90.5668,11.0,4.454545455,2500.0,1667.0,ebird,train,Spheniscus_mendiculus_Unknown_86687871.png,1200,800
86695341,https://macaulaylibrary.org/asset/86695341,Passeriformes,Acanthizidae (Thornbills and Allies),Thornbills and Allies,Aphelocephala pectoralis,Chestnut-breasted Whiteface,species,chbwhi1,17681,S42665421,Elevated gibber plains of central South Australia,,,,,USER852116,-29.0739,134.8542,6.0,4.833333333,3065.0,2044.0,ebird,train,Aphelocephala_pectoralis_Unknown_86695341.png,1200,800
86739791,https://macaulaylibrary.org/asset/86739791,Passeriformes,Petroicidae (Australasian Robins),Australasian Robins,Eopsaltria flaviventris,Yellow-bellied Robin,species,yebrob1,20891,S11622435,Forests of New Caledonia,,,,,USER182152,-22.1035,166.6829,9.0,4.777777778,3104.0,2069.0,ebird,train,Eopsaltria_flaviventris_Unknown_86739791.png,1200,800
86820701,https://macaulaylibrary.org/asset/86820701,Caprimulgiformes,Trochilidae (Hummingbirds),Hummingbirds,Lampornis clemenciae,Blue-throated Mountain-gem,species,buthum,4604,S41731845,,,,,,USER353514,31.9042,-109.1562,30.0,4.8,3419.0,1952.0,ebird,train,Lampornis_clemenciae_Unknown_86820701.png,1200,685
86863521,https://macaulaylibrary.org/asset/86863521,Pelecaniformes,Threskiornithidae (Ibises and Spoonbills),"Herons, Ibis, and Allies",Eudocimus ruber,Scarlet Ibis,species,scaibi,7266,S43050650,Coastal Colombia to the Guianas and ne Brazil; Trinidad,,,Unknown,Adult,USER623195,-23.9056,-46.3934,21.0,4.619047619,5377.0,3589.0,ebird,train,Eudocimus_ruber_Unknown_86863521.png,1200,801
86900891,https://macaulaylibrary.org/asset/86900891,Piciformes,Picidae (Woodpeckers),Woodpeckers,Chrysocolaptes erythrocephalus,Red-headed Flameback,species,rehfla1,10939,S42721863,"Philippines (Balabac, Palawan, Busuanga and Calamian Is.)",,,Unknown,Unknown,USER201220,10.1723,118.8841,2.0,3.5,1156.0,771.0,ebird,train,Chrysocolaptes_erythrocephalus_Unknown_86900891.png,1156,771
87020271,https://macaulaylibrary.org/asset/87020271,Passeriformes,"Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Parrotbills, Wrentit, and Allies",Psittiparus bakeri,Rufous-headed Parrotbill,species,ruhpar2,24426,S41856247,,,,Unknown,Adult,USER661977,17.4862,98.0693,15.0,4.733333333,1920.0,1280.0,ebird,train,Psittiparus_bakeri_Unknown_87020271.png,1200,800
87092911,https://macaulaylibrary.org/asset/87092911,Caprimulgiformes,Trochilidae (Hummingbirds),Hummingbirds,Chlorostilbon assimilis,Garden Emerald,species,gareme1,4719,S43102841,Pacific slope of sw Costa Rica and Panama; Coiba and Pearl is.,,,Female,Adult,USER631936,9.4705,-83.5835,8.0,4.75,3176.0,2498.0,ebird,test,Chlorostilbon_assimilis_Female_87092911.png,1200,944
87110451,https://macaulaylibrary.org/asset/87110451,Galliformes,Odontophoridae (New World Quail),"Grouse, Quail, and Allies",Odontophorus melanonotus,Dark-backed Wood-Quail,species,dbwqua1,1049,S41220612,Montane forests of nw Ecuador and adjacent sw Colombia,,,Unknown,Unknown,USER546572,0.0197,-78.7069,28.0,4.607142857,3984.0,2950.0,ebird,train,Odontophorus_melanonotus_Unknown_87110451.png,1200,889
87126661,https://macaulaylibrary.org/asset/87126661,Caprimulgiformes,Trochilidae (Hummingbirds),Hummingbirds,Amazilia luciae,Honduran Emerald,species,honeme1,4883,S43039851,Arid interior valleys of n and central Honduras,,,,,USER143555,15.4289,-86.8917,12.0,4.083333333,4608.0,3456.0,ebird,train,Amazilia_luciae_Male_87126661.png,1200,900
87383601,https://macaulaylibrary.org/asset/87383601,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,Anthus trivialis,Tree Pipit,species,trepip,30642,S43163329,,,,,,USER601978,12.7773,77.6611,6.0,5.0,2556.0,1672.0,ebird,train,Anthus_trivialis_Unknown_87383601.png,1200,785
87529781,https://macaulaylibrary.org/asset/87529781,Passeriformes,Thraupidae (Tanagers and Allies),Tanagers and Allies,Paroaria gularis,Red-capped Cardinal,species,reccar4,33309,S43197646,,,,Unknown,Unknown,USER623195,-2.6397,-60.8786,8.0,4.125,3575.0,2385.0,ebird,train,Paroaria_gularis_Unknown_87529781.png,1200,801
87803881,https://macaulaylibrary.org/asset/87803881,Falconiformes,Falconidae (Falcons and Caracaras),Falcons and Caracaras,Falco severus,Oriental Hobby,species,orihob1,11456,S43255763,"S Asia, Malay Arch. and New Guinea region; winters to s India",,,Unknown,Unknown,USER671828,8.9807,98.8164,8.0,4.0,1800.0,1200.0,ebird,train,Falco_severus_Unknown_87803881.png,1200,800
87813011,https://macaulaylibrary.org/asset/87813011,Passeriformes,"Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Parrotbills, Wrentit, and Allies",Fulvetta manipurensis,Streak-throated Fulvetta,species,sttful2,24399,S43257908,,,,Unknown,Unknown,USER538395,28.2328,95.9088,3.0,5.0,2811.0,2321.0,ebird,test,Fulvetta_manipurensis_Unknown_87813011.png,1200,991
87834861,https://macaulaylibrary.org/asset/87834861,Passeriformes,Cardinalidae (Cardinals and Allies),"Cardinals, Grosbeaks, and Allies",Cardinalis phoeniceus,Vermilion Cardinal,species,vercar1,33193,S42845369,Caribbean littoral of ne Colombia and n Venezuela; Isla Margarita,,,Female,adult,USER131205,11.4349,-73.0734,10.0,4.5,2000.0,1349.0,ebird,train,Cardinalis_phoeniceus_Female_87834861.png,1200,809
